id,pid,product_id,top_availability,variant_id,title_ua,title_ru,original_price,sale_price,currency,stock_qty,value,unit,type,values_json,availability
485,227,p120230,,P120230-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
486,227,p120230,,P120230-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
487,228,p120231,,P120231-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
488,228,p120231,,P120231-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
489,229,p120232,,P120232-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
490,229,p120232,,P120232-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
491,230,p120233,,P120233-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
492,230,p120233,,P120233-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
493,231,p120234,,P120234-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
494,231,p120234,,P120234-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
495,232,p120235,,P120235-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
496,232,p120235,,P120235-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
497,233,p120236,,P120236-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
498,233,p120236,,P120236-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
499,234,p120237,,P120237-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
500,234,p120237,,P120237-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
501,235,p120238,,P120238-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
502,235,p120238,,P120238-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
503,236,p120239,,P120239-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
504,236,p120239,,P120239-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
505,237,p120240,,P120240-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
506,237,p120240,,P120240-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
507,238,p130241,,P130241-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
508,238,p130241,,P130241-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
509,239,p130242,,P130242-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
510,239,p130242,,P130242-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
511,240,p130243,,P130243-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
512,240,p130243,,P130243-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
513,241,p130244,,P130244-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
514,241,p130244,,P130244-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
515,242,p130245,,P130245-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
516,242,p130245,,P130245-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
517,243,p130246,,P130246-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
518,243,p130246,,P130246-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
519,244,p130248,,P130248-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
520,244,p130248,,P130248-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
521,245,p130249,,P130249-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
522,245,p130249,,P130249-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
523,246,p130250,,P130250-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
524,246,p130250,,P130250-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
525,247,p130251,,P130251-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
526,247,p130251,,P130251-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
527,248,p130252,,P130252-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
528,248,p130252,,P130252-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
529,249,p130253,,P130253-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
530,249,p130253,,P130253-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
531,250,p130254,,P130254-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
532,250,p130254,,P130254-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
533,251,p130255,,P130255-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
534,251,p130255,,P130255-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
535,252,p130256,,P130256-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
536,252,p130256,,P130256-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
537,253,p130257,,P130257-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
538,253,p130257,,P130257-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
539,254,p130258,,P130258-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
540,254,p130258,,P130258-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
541,255,p130259,,P130259-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
542,255,p130259,,P130259-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
543,256,p130260,,P130260-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
544,256,p130260,,P130260-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
545,257,p130261,,P130261-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
546,257,p130261,,P130261-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
547,258,p130262,,P130262-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
548,258,p130262,,P130262-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
549,259,p130263,,P130263-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
550,259,p130263,,P130263-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
551,260,p130264,,P130264-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
552,260,p130264,,P130264-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
553,261,p130265,,P130265-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
554,261,p130265,,P130265-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
555,262,p130266,,P130266-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
556,262,p130266,,P130266-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
557,263,p130267,,P130267-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
558,263,p130267,,P130267-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
559,264,p130268,,P130268-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
560,264,p130268,,P130268-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
561,265,p130269,,P130269-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
562,265,p130269,,P130269-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
563,266,p130270,,P130270-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
564,266,p130270,,P130270-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
565,267,p130271,,P130271-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
566,267,p130271,,P130271-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
567,268,p130272,,P130272-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
568,268,p130272,,P130272-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
569,269,p130273,,P130273-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
570,269,p130273,,P130273-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
571,270,p130274,,P130274-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
572,270,p130274,,P130274-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
573,271,p140275,,P140275-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
574,271,p140275,,P140275-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
575,272,p140276,,P140276-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
576,272,p140276,,P140276-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
577,273,p140277,,P140277-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
578,273,p140277,,P140277-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
579,274,p140278,,P140278-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
580,274,p140278,,P140278-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
581,275,p140279,,P140279-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
582,275,p140279,,P140279-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
583,276,p140280,,P140280-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
584,276,p140280,,P140280-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
585,277,p140281,,P140281-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
586,277,p140281,,P140281-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
587,278,p140282,,P140282-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
588,278,p140282,,P140282-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
589,279,p140283,,P140283-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
590,279,p140283,,P140283-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
591,280,p140284,,P140284-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
592,280,p140284,,P140284-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
593,281,p140285,,P140285-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
594,281,p140285,,P140285-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
595,282,p140286,,P140286-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
596,282,p140286,,P140286-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
597,283,p140287,,P140287-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
598,283,p140287,,P140287-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
599,284,p140288,,P140288-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
600,284,p140288,,P140288-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
601,285,p140289,,P140289-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
602,285,p140289,,P140289-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
603,286,p140290,,P140290-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
604,286,p140290,,P140290-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
605,287,p140291,,P140291-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
606,287,p140291,,P140291-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
607,288,p140292,,P140292-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
608,288,p140292,,P140292-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
609,289,p140293,,P140293-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
610,289,p140293,,P140293-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
611,290,p140294,,P140294-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
612,290,p140294,,P140294-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
613,291,p140295,,P140295-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
614,291,p140295,,P140295-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
615,292,p150296,,P150296-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
616,292,p150296,,P150296-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
617,293,p150297,,P150297-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
618,293,p150297,,P150297-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
619,294,p150298,,P150298-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
620,294,p150298,,P150298-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
621,295,p150299,,P150299-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
622,295,p150299,,P150299-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
623,296,p150300,,P150300-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
624,296,p150300,,P150300-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
625,297,p150301,,P150301-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
626,297,p150301,,P150301-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
627,298,p150302,,P150302-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
628,298,p150302,,P150302-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
629,299,p150303,,P150303-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
630,299,p150303,,P150303-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
631,300,p160304,,P160304-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
632,300,p160304,,P160304-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
633,301,p160305,,P160305-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
634,301,p160305,,P160305-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
635,302,p160306,,P160306-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
636,302,p160306,,P160306-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
637,303,p160307,,P160307-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
638,303,p160307,,P160307-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
639,304,p160308,,P160308-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
640,304,p160308,,P160308-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
641,305,p160309,,P160309-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
642,305,p160309,,P160309-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
643,306,p160310,,P160310-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
644,306,p160310,,P160310-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
645,307,p160311,,P160311-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
646,307,p160311,,P160311-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
647,308,p160312,,P160312-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
648,308,p160312,,P160312-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
649,309,p160313,,P160313-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
650,309,p160313,,P160313-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
651,310,p160314,,P160314-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
652,310,p160314,,P160314-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
653,311,p160315,,P160315-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
654,311,p160315,,P160315-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
655,312,p160316,,P160316-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
656,312,p160316,,P160316-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
657,313,p160317,,P160317-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
658,313,p160317,,P160317-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
659,314,p160318,,P160318-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
660,314,p160318,,P160318-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
661,315,p160319,,P160319-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
662,315,p160319,,P160319-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
663,316,p160320,,P160320-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
664,316,p160320,,P160320-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
665,317,p160321,,P160321-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
666,317,p160321,,P160321-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
667,318,p160322,,P160322-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
668,318,p160322,,P160322-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
669,319,p160323,,P160323-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
670,319,p160323,,P160323-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
671,320,p160324,,P160324-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
672,320,p160324,,P160324-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
673,321,p170325,,P170325-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
674,321,p170325,,P170325-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
675,322,p170326,,P170326-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
676,322,p170326,,P170326-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
677,323,p170327,,P170327-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
678,323,p170327,,P170327-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
679,324,p170328,,P170328-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
680,324,p170328,,P170328-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
681,325,p170329,,P170329-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
682,325,p170329,,P170329-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
683,326,p170330,,P170330-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
684,326,p170330,,P170330-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
685,327,p170331,,P170331-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
686,327,p170331,,P170331-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
687,328,p170332,,P170332-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
688,328,p170332,,P170332-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
689,329,p170333,,P170333-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
690,329,p170333,,P170333-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
691,330,p170334,,P170334-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
692,330,p170334,,P170334-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
693,331,p170335,,P170335-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
694,331,p170335,,P170335-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
695,332,p170336,,P170336-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
696,332,p170336,,P170336-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
697,333,p170337,,P170337-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
698,333,p170337,,P170337-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
699,334,p170338,,P170338-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
700,334,p170338,,P170338-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
701,335,p170339,,P170339-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
702,335,p170339,,P170339-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
703,336,p170340,,P170340-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
704,336,p170340,,P170340-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
705,337,p170341,,P170341-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
706,337,p170341,,P170341-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
707,338,p170342,,P170342-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
708,338,p170342,,P170342-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
709,339,p170343,,P170343-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
710,339,p170343,,P170343-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
711,340,p180344,,P180344-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
712,340,p180344,,P180344-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
713,341,p180345,,P180345-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
714,341,p180345,,P180345-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
715,342,p180346,,P180346-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
716,342,p180346,,P180346-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
717,343,p180347,,P180347-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
718,343,p180347,,P180347-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
719,344,p180348,,P180348-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
720,344,p180348,,P180348-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
721,345,p180349,,P180349-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
722,345,p180349,,P180349-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
723,346,p180350,,P180350-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
724,346,p180350,,P180350-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
725,347,p180351,,P180351-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
726,347,p180351,,P180351-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
727,348,p180352,,P180352-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
728,348,p180352,,P180352-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
729,349,p180353,,P180353-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
730,349,p180353,,P180353-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
731,350,p180354,,P180354-S,Маленький пакет,Маленький  пакет,10.0,,UAH,100,20.0,pcs,quantity,,
732,350,p180354,,P180354-L,Великий пакет,Большой  пакет,20.0,,UAH,100,20.0,pcs,quantity,,
